id,area,population,unemployee,crime
20350,長野県 長和町,7304,191,47
20361,長野県 下諏訪町,22863,521,220
20362,長野県 富士見町,15528,338,148
20363,長野県 原村,7456,159,57
20382,長野県 辰野町,21801,489,206
20383,長野県 箕輪町,26276,582,284
20384,長野県 飯島町,10570,173,97
20385,長野県 南箕輪村,13620,289,166
20386,長野県 中川村,5263,91,27
20388,長野県 宮田村,8968,169,84
20402,長野県 松川町,14117,304,141
20403,長野県 高森町,12976,194,146
20404,長野県 阿南町,5972,83,20
20407,長野県 阿智村,7548,164,94
20409,長野県 平谷村,688,48,25
20410,長野県 根羽村,1253,16,14
20411,長野県 下條村,4210,81,23
20412,長野県 売木村,735,9,5
20413,長野県 天龍村,2002,49,4
20414,長野県 泰阜村,2062,32,7
20415,長野県 喬木村,6912,128,67
20416,長野県 豊丘村,7068,105,43
20417,長野県 大鹿村,1356,33,10
20422,長野県 上松町,5770,106,37
20423,長野県 南木曽町,5238,69,27
20425,長野県 木祖村,3361,65,17
20429,長野県 王滝村,1097,17,8
20430,長野県 大桑村,4457,76,17
20432,長野県 木曽町,13900,307,87
20446,長野県 麻績村,3204,32,21
20448,長野県 生坂村,2160,62,12
20450,長野県 山形村,8195,138,98
20451,長野県 朝日村,4875,88,20
20452,長野県 筑北村,5702,158,41
20481,長野県 池田町,10630,282,75
20482,長野県 松川村,10072,243,102
20485,長野県 白馬村,9500,312,184
20486,長野県 小谷村,3920,176,52
20521,長野県 坂城町,16463,454,131
20541,長野県 小布施町,11477,226,103
20543,長野県 高山村,7654,177,35
20561,長野県 山ノ内町,14704,426,193
20562,長野県 木島平村,5312,77,33
20563,長野県 野沢温泉村,4259,100,55
20583,長野県 信濃町,9927,214,67
20588,長野県 小川村,3371,77,26
20590,長野県 飯綱町,12504,212,78
20602,長野県 栄村,2488,33,14
21201,岐阜県 岐阜市,413367,12901,10847
21202,岐阜県 大垣市,162070,4344,3467
21203,岐阜県 高山市,96231,1988,1031
21204,岐阜県 多治見市,114876,2666,1708
21205,岐阜県 関市,92597,2269,1499
21206,岐阜県 中津川市,84080,1646,866
21207,岐阜県 美濃市,23390,603,310
21208,岐阜県 瑞浪市,42065,901,662
21209,岐阜県 羽島市,66730,1644,1419
21210,岐阜県 恵那市,55761,1106,683
21211,岐阜県 美濃加茂市,52133,1230,1073
21212,岐阜県 土岐市,62102,1660,917
21213,岐阜県 各務原市,144174,4222,3243
21214,岐阜県 可児市,97686,2528,1779
21215,岐阜県 山県市,30316,753,435
21216,岐阜県 瑞穂市,50009,1451,1136
21217,岐阜県 飛騨市,28902,472,248
21218,岐阜県 本巣市,34603,804,693
21219,岐阜県 郡上市,47495,740,496
21220,岐阜県 下呂市,38494,649,256
21221,岐阜県 海津市,39453,1009,799
21302,岐阜県 岐南町,22776,777,901
21303,岐阜県 笠松町,22696,736,551
21341,岐阜県 養老町,32550,1040,432
21361,岐阜県 垂井町,28895,758,422
21362,岐阜県 関ケ原町,8618,219,113
21381,岐阜県 神戸町,20830,600,282
21382,岐阜県 輪之内町,9419,225,162
21383,岐阜県 安八町,15263,394,266
21401,岐阜県 揖斐川町,26192,601,224
21403,岐阜県 大野町,23788,647,231
21404,岐阜県 池田町,24559,537,242
21421,岐阜県 北方町,17547,592,446
21501,岐阜県 坂祝町,8552,242,132
21502,岐阜県 富加町,5710,160,81
21503,岐阜県 川辺町,10838,220,136
21504,岐阜県 七宗町,4870,70,41
21505,岐阜県 八百津町,12935,226,78
21506,岐阜県 白川町,10545,156,62
21507,岐阜県 東白川村,2854,27,12
21521,岐阜県 御嵩町,19272,429,244
21604,岐阜県 白川村,1983,13,19
22101,静岡県 静岡市 葵区,262764,6895,4364
22102,静岡県 静岡市 駿河区,208055,6205,3727
22103,静岡県 静岡市 清水区,252504,6790,3415
22130,静岡県 浜松市,804032,17951,11853
22203,静岡県 沼津市,208005,6478,3889
22205,静岡県 熱海市,41202,1322,581
22206,静岡県 三島市,112241,3019,1683
22207,静岡県 富士宮市,131476,3430,1455
22208,静岡県 伊東市,72441,2150,918
22209,静岡県 島田市,102108,2323,1100
22210,静岡県 富士市,253297,6605,4063
22211,静岡県 磐田市,170899,4073,2193
22212,静岡県 焼津市,143101,3859,1921
22213,静岡県 掛川市,117857,2548,1533
22214,静岡県 藤枝市,141944,3327,1685
22215,静岡県 御殿場市,85976,1982,1516
22216,静岡県 袋井市,82991,1863,1448
22219,静岡県 下田市,26557,828,325
22220,静岡県 裾野市,53062,1169,841
22221,静岡県 湖西市,60994,1366,1225
22222,静岡県 伊豆市,36627,805,366
22223,静岡県 御前崎市,35272,755,508
22224,静岡県 菊川市,47502,860,435
22225,静岡県 伊豆の国市,50011,1384,778
22226,静岡県 牧之原市,50645,995,682
22301,静岡県 東伊豆町,15165,470,96
22302,静岡県 河津町,8303,198,93
22304,静岡県 南伊豆町,10003,245,55
22305,静岡県 松崎町,8104,136,64
22306,静岡県 西伊豆町,10372,266,82
22325,静岡県 函南町,38803,1209,550
22341,静岡県 清水町,31961,930,592
22342,静岡県 長泉町,38716,960,643
22344,静岡県 小山町,21478,405,192
22424,静岡県 吉田町,28648,627,464
22429,静岡県 川根本町,8988,149,19
22461,静岡県 森町,20273,410,159
23101,愛知県 名古屋市 千種区,153118,3667,5066
23102,愛知県 名古屋市 東区,68485,2185,3328
23103,愛知県 名古屋市 北区,166441,5713,5793
23104,愛知県 名古屋市 西区,143104,3806,5501
23105,愛知県 名古屋市 中村区,134576,4616,6931
23106,愛知県 名古屋市 中区,70738,2133,8743
23107,愛知県 名古屋市 昭和区,105001,2562,3448
23108,愛知県 名古屋市 瑞穂区,105358,2577,2703
23109,愛知県 名古屋市 熱田区,63608,2064,2868
23110,愛知県 名古屋市 中川区,215809,6994,7865
23111,愛知県 名古屋市 港区,151872,5306,5544
23112,愛知県 名古屋市 南区,143973,5569,4637
23113,愛知県 名古屋市 守山区,161345,4569,4088
23114,愛知県 名古屋市 緑区,216545,5305,4918
23115,愛知県 名古屋市 名東区,157125,3871,4248
23116,愛知県 名古屋市 天白区,157964,3942,4062
23201,愛知県 豊橋市,372479,9295,9050
23202,愛知県 岡崎市,363807,7387,8309
23203,愛知県 一宮市,371687,9736,8633
23204,愛知県 瀬戸市,131925,3150,2364
23205,愛知県 半田市,115845,2914,2270
23206,愛知県 春日井市,295802,7950,7955
23207,愛知県 豊川市,181444,4171,3995
23208,愛知県 津島市,65547,1694,1800
23209,愛知県 碧南市,71408,1203,1340
23210,愛知県 刈谷市,142134,2552,4142
23211,愛知県 豊田市,412141,7456,9412
23212,愛知県 安城市,170250,3276,4123
23213,愛知県 西尾市,163232,3357,3029
23214,愛知県 蒲郡市,82108,1825,1629
23215,愛知県 犬山市,74294,1765,1467
23216,愛知県 常滑市,51265,1031,761
23217,愛知県 江南市,99055,2402,2361
23219,愛知県 小牧市,147182,3612,4956
23220,愛知県 稲沢市,136965,3096,3071
23221,愛知県 新城市,52178,1151,656
23222,愛知県 東海市,104339,2542,2229
23223,愛知県 大府市,80262,1560,2145
23224,愛知県 知多市,83373,1765,1183
23225,愛知県 知立市,66085,1574,1973
23226,愛知県 尾張旭市,78394,1906,1995
23227,愛知県 高浜市,41351,951,905
23228,愛知県 岩倉市,47926,1310,1400
23229,愛知県 豊明市,68285,1365,1711
23230,愛知県 日進市,78591,1327,1806
23231,愛知県 田原市,66390,995,818
23232,愛知県 愛西市,65556,1610,1315
23233,愛知県 清須市,63358,1627,1921
23234,愛知県 北名古屋市,78078,2314,2418
23235,愛知県 弥富市,42575,1080,1190
23236,愛知県 みよし市,56252,828,1881
23237,愛知県 あま市,85307,2378,2257
23238,愛知県 長久手市,46493,880,1638
23302,愛知県 東郷町,39384,737,913
23342,愛知県 豊山町,13565,436,549
23361,愛知県 大口町,21602,446,632
23362,愛知県 扶桑町,32535,778,872
23424,愛知県 大治町,28501,812,925
23425,愛知県 蟹江町,36750,884,1211
23427,愛知県 飛島村,4369,69,312
23441,愛知県 阿久比町,24577,569,431
23442,愛知県 東浦町,48046,1076,1018
23445,愛知県 南知多町,21909,370,332
23446,愛知県 美浜町,26294,524,406
23447,愛知県 武豊町,40981,985,691
23501,愛知県 幸田町,35596,635,603
23561,愛知県 設楽町,6306,88,60
23562,愛知県 東栄町,4347,53,38
23563,愛知県 豊根村,1517,13,16
24201,三重県 津市,288538,7872,6031
24202,三重県 四日市市,303845,6810,7361
24203,三重県 伊勢市,134973,3649,2143
24204,三重県 松阪市,168973,4257,3099
24205,三重県 桑名市,138963,3225,2803
24207,三重県 鈴鹿市,193114,4296,4506
24208,三重県 名張市,82156,2328,1098
24209,三重県 尾鷲市,22103,573,186
24210,三重県 亀山市,49253,1047,923
24211,三重県 鳥羽市,23067,430,344
24212,三重県 熊野市,21230,541,223
24214,三重県 いなべ市,46446,889,631
24215,三重県 志摩市,58225,1718,521
24216,三重県 伊賀市,100623,2612,1580
24303,三重県 木曽岬町,6965,197,136
24324,三重県 東員町,25897,560,265
24341,三重県 菰野町,38986,875,543
24343,三重県 朝日町,7114,151,207
24344,三重県 川越町,13048,361,356
24441,三重県 多気町,15793,336,192
24442,三重県 明和町,22618,529,329
24443,三重県 大台町,11099,207,82
24461,三重県 玉城町,14888,329,206
24470,三重県 度会町,9057,173,98
24471,三重県 大紀町,10788,238,82
24472,三重県 南伊勢町,16687,405,138
24543,三重県 紀北町,19963,530,172
24561,三重県 御浜町,9903,211,88
24562,三重県 紀宝町,12648,372,108
25201,滋賀県 大津市,323719,8791,4754
25202,滋賀県 彦根市,109779,2755,1837
25203,滋賀県 長浜市,124498,2710,1654
25204,滋賀県 近江八幡市,80610,2189,1041
25206,滋賀県 草津市,121159,3005,2179
25207,滋賀県 守山市,70823,1703,771
25208,滋賀県 栗東市,59869,1635,960
25209,滋賀県 甲賀市,93853,1693,1227
25210,滋賀県 野洲市,49486,1169,581
25211,滋賀県 湖南市,55325,1361,733
25212,滋賀県 高島市,53950,1247,442
25213,滋賀県 東近江市,116797,2547,1160
25214,滋賀県 米原市,41009,789,468
25383,滋賀県 日野町,22809,471,259
25384,滋賀県 竜王町,13280,239,128
25425,滋賀県 愛荘町,19729,520,267
25441,滋賀県 豊郷町,7418,393,118
25442,滋賀県 甲良町,8103,311,75
25443,滋賀県 多賀町,8145,209,89
26101,京都府 京都市 北区,124266,3317,2663
26102,京都府 京都市 上京区,83534,2215,1466
26103,京都府 京都市 左京区,169587,4377,3932
26104,京都府 京都市 中京区,102129,3378,3841
26105,京都府 京都市 東山区,42464,1359,1639
26106,京都府 京都市 下京区,75437,2464,3723
26107,京都府 京都市 南区,98193,4072,3472
26108,京都府 京都市 右京区,202356,6110,3451
26109,京都府 京都市 伏見区,285419,10214,7662
26110,京都府 京都市 山科区,136670,4516,3138
26111,京都府 京都市 西京区,154756,4591,2973
26201,京都府 福知山市,81977,2068,1379
26202,京都府 舞鶴市,91733,2383,1289
26203,京都府 綾部市,37755,771,398
26204,京都府 宇治市,189591,5853,3292
26205,京都府 宮津市,21512,482,242
26206,京都府 亀岡市,93996,2830,1571
26207,京都府 城陽市,81636,2428,1241
26208,京都府 向日市,55041,2008,1170
26209,京都府 長岡京市,78335,2347,1268
26210,京都府 八幡市,74252,2705,1779
26211,京都府 京田辺市,64008,1773,1372
26212,京都府 京丹後市,62723,1205,654
26213,京都府 南丹市,36736,827,498
26214,京都府 木津川市,63649,1849,1001
26303,京都府 大山崎町,15191,517,198
26322,京都府 久御山町,16610,653,650
26343,京都府 井手町,8951,514,133
26344,京都府 宇治田原町,10060,224,126
26364,京都府 笠置町,1876,74,18
26365,京都府 和束町,4998,148,42
26366,京都府 精華町,34236,814,633
26367,京都府 南山城村,3466,60,47
26407,京都府 京丹波町,16893,371,165
26463,京都府 伊根町,2718,43,15
26465,京都府 与謝野町,24906,542,263
27102,大阪府 大阪市 都島区,99831,4419,3520
27103,大阪府 大阪市 福島区,60959,2692,2193
27104,大阪府 大阪市 此花区,63809,4126,1562
27106,大阪府 大阪市 西区,72591,2777,3801
27107,大阪府 大阪市 港区,83191,5395,2101
27108,大阪府 大阪市 大正区,73207,5235,1856
27109,大阪府 大阪市 天王寺区,64137,3279,4232
27111,大阪府 大阪市 浪速区,54174,3051,5273
27113,大阪府 大阪市 西淀川区,95662,5157,2239
27114,大阪府 大阪市 東淀川区,178343,10885,5368
27115,大阪府 大阪市 東成区,78929,4832,2768
27116,大阪府 大阪市 生野区,138564,8799,4028
27117,大阪府 大阪市 旭区,95204,5351,2342
27118,大阪府 大阪市 城東区,160925,8404,3552
27119,大阪府 大阪市 阿倍野区,107354,6554,3973
27120,大阪府 大阪市 住吉区,158999,10531,4618
27121,大阪府 大阪市 東住吉区,135016,7239,4751
27122,大阪府 大阪市 西成区,132767,12738,5551
27123,大阪府 大阪市 淀川区,169222,10906,5548
27124,大阪府 大阪市 鶴見区,107419,4699,2787
27125,大阪府 大阪市 住之江区,130627,7545,4111
27126,大阪府 大阪市 平野区,200678,12690,6759
27127,大阪府 大阪市 北区,100385,4154,11032
27128,大阪府 大阪市 中央区,66818,2546,12764
27140,大阪府 堺市,830966,29079,22642
27202,大阪府 岸和田市,201000,7953,4739
27203,大阪府 豊中市,386623,12264,8443
27204,大阪府 池田市,101616,2983,2139
27205,大阪府 吹田市,353885,10675,7573
27206,大阪府 泉大津市,77673,3435,1955
27207,大阪府 高槻市,351826,11629,5715
27208,大阪府 貝塚市,90314,3406,1844
27209,大阪府 守口市,147465,5623,4318
27210,大阪府 枚方市,404044,13771,7288
27211,大阪府 茨木市,267961,8301,5939
27212,大阪府 八尾市,273487,10614,6678
27213,大阪府 泉佐野市,98889,3859,2417
27214,大阪府 富田林市,123837,4105,2408
27215,大阪府 寝屋川市,241816,10543,5605
27216,大阪府 河内長野市,117239,3235,1777
27217,大阪府 松原市,127276,5589,3430
27218,大阪府 大東市,126504,5355,3793
27219,大阪府 和泉市,177856,6301,4100
27220,大阪府 箕面市,127135,3172,2836
27221,大阪府 柏原市,77034,3137,1386
27222,大阪府 羽曳野市,118695,3925,2280
27223,大阪府 門真市,131706,5892,4516
27224,大阪府 摂津市,85009,2985,2249
27225,大阪府 高石市,61127,2074,1290
27226,大阪府 藤井寺市,65780,2429,1721
27227,大阪府 東大阪市,513821,19247,15267
27228,大阪府 泉南市,64683,2422,1259
27229,大阪府 四條畷市,57342,1981,1172
27230,大阪府 交野市,77644,2307,1202
27231,大阪府 大阪狭山市,58208,2090,1267
27232,大阪府 阪南市,57616,2182,860
27301,大阪府 島本町,29052,819,388
27321,大阪府 豊能町,23928,648,121
27322,大阪府 能勢町,12897,327,95
27341,大阪府 忠岡町,17586,865,336
27361,大阪府 熊取町,44505,1303,634
27362,大阪府 田尻町,7240,216,193
27366,大阪府 岬町,18504,665,252
27381,大阪府 太子町,14483,393,208
27382,大阪府 河南町,17545,507,293
27383,大阪府 千早赤阪村,6538,190,46
28101,兵庫県 神戸市 東灘区,206037,6717,3943
28102,兵庫県 神戸市 灘区,128050,4103,3145
28105,兵庫県 神戸市 兵庫区,106985,6425,3680
28106,兵庫県 神戸市 長田区,103791,5830,2843
28107,兵庫県 神戸市 須磨区,171628,6615,2930
28108,兵庫県 神戸市 垂水区,222729,7565,3548
28109,兵庫県 神戸市 北区,225945,6982,2992
28110,兵庫県 神戸市 中央区,116591,5431,7530
28111,兵庫県 神戸市 西区,243637,7532,5199
28201,兵庫県 姫路市,536232,16831,13519
28202,兵庫県 尼崎市,462647,17046,15466
28203,兵庫県 明石市,291027,9500,7003
28204,兵庫県 西宮市,465337,12464,10935
28205,兵庫県 洲本市,50030,1356,702
28206,兵庫県 芦屋市,90590,2311,1641
28207,兵庫県 伊丹市,192250,6512,5632
28208,兵庫県 相生市,32475,1023,479
28209,兵庫県 豊岡市,89208,2233,1131
28210,兵庫県 加古川市,267100,8707,6449
28212,兵庫県 赤穂市,51794,1550,845
28213,兵庫県 西脇市,43953,1282,672
28214,兵庫県 宝塚市,219862,6140,3287
28215,兵庫県 三木市,84361,2493,1420
28216,兵庫県 高砂市,94813,3188,1888
28217,兵庫県 川西市,157668,4910,2406
28218,兵庫県 小野市,49761,1345,843
28219,兵庫県 三田市,113572,2287,1560
28220,兵庫県 加西市,49396,1601,602
28221,兵庫県 丹波篠山市,45245,936,529
28222,兵庫県 養父市,28306,638,253
28223,兵庫県 丹波市,70810,1624,878
28224,兵庫県 南あわじ市,52283,1168,558
28225,兵庫県 朝来市,34791,949,495
28226,兵庫県 淡路市,49078,1266,517
28227,兵庫県 宍粟市,43302,985,383
28228,兵庫県 加東市,39970,949,716
28229,兵庫県 たつの市,81561,2566,1155
28301,兵庫県 猪名川町,30021,717,339
28365,兵庫県 多可町,24304,574,159
28381,兵庫県 稲美町,31944,947,469
28382,兵庫県 播磨町,33545,1252,783
28442,兵庫県 市川町,14150,378,138
28443,兵庫県 福崎町,20669,487,348
28446,兵庫県 神河町,13077,256,111
28464,兵庫県 太子町,32555,1074,670
28481,兵庫県 上郡町,17603,489,194
28501,兵庫県 佐用町,21012,421,176
28585,兵庫県 香美町,21439,417,207
28586,兵庫県 新温泉町,17467,355,144
29201,奈良県 奈良市,370102,11283,6258
29202,奈良県 大和高田市,70800,2995,1366
29203,奈良県 大和郡山市,91672,2943,1660
29204,奈良県 天理市,71152,2138,1261
29205,奈良県 橿原市,124728,3632,2617
29206,奈良県 桜井市,61130,2406,896
29207,奈良県 五條市,37375,1318,393
29208,奈良県 御所市,32273,1290,312
29209,奈良県 生駒市,113686,2931,1135
29210,奈良県 香芝市,70998,2041,1131
29211,奈良県 葛城市,34985,1191,475
29212,奈良県 宇陀市,37183,1188,313
29322,奈良県 山添村,4595,80,40
29342,奈良県 平群町,20286,656,181
29343,奈良県 三郷町,23062,735,270
29344,奈良県 斑鳩町,27816,785,349
29345,奈良県 安堵町,8257,497,66
29361,奈良県 川西町,9174,409,130
29362,奈良県 三宅町,7764,396,105
29363,奈良県 田原本町,33029,1048,510
29385,奈良県 曽爾村,2193,69,9
29386,奈良県 御杖村,2366,51,14
29401,奈良県 高取町,7914,239,52
29402,奈良県 明日香村,6343,168,44
29424,奈良県 上牧町,24953,841,302
29425,奈良県 王寺町,22751,640,507
29426,奈良県 広陵町,32810,814,302
29427,奈良県 河合町,19446,664,226
29441,奈良県 吉野町,9984,274,78
29442,奈良県 大淀町,20070,695,191
29443,奈良県 下市町,7737,236,37
29444,奈良県 黒滝村,1076,32,2
29446,奈良県 天川村,1800,35,7
29447,奈良県 野迫川村,743,38,5
29449,奈良県 十津川村,4390,75,10
29450,奈良県 下北山村,1212,8,17
29451,奈良県 上北山村,802,33,8
29452,奈良県 川上村,2045,65,16
29453,奈良県 東吉野村,2608,67,22
30201,和歌山県 和歌山市,375591,11989,7707
30202,和歌山県 海南市,57744,1949,645
30203,和歌山県 橋本市,68529,2155,985
30204,和歌山県 有田市,32143,954,378
30205,和歌山県 御坊市,27053,1045,472
30206,和歌山県 田辺市,82499,2689,1122
30207,和歌山県 新宮市,33790,1305,462
30208,和歌山県 紀の川市,67862,1972,960
30209,和歌山県 岩出市,50834,1587,1274
30304,和歌山県 紀美野町,11643,256,67
30341,和歌山県 かつらぎ町,19670,506,287
30343,和歌山県 九度山町,5516,129,40
30344,和歌山県 高野町,4632,86,45
30361,和歌山県 湯浅町,14742,645,276
30362,和歌山県 広川町,8071,248,83
30366,和歌山県 有田川町,28640,529,314
30381,和歌山県 美浜町,8462,252,87
30382,和歌山県 日高町,7344,207,64
30383,和歌山県 由良町,7179,155,77
30390,和歌山県 印南町,9192,216,84
30391,和歌山県 みなべ町,14200,298,126
30392,和歌山県 日高川町,11305,268,78
30401,和歌山県 白浜町,23642,760,280
30404,和歌山県 上富田町,14775,540,138
30406,和歌山県 すさみ町,5293,147,49
30421,和歌山県 那智勝浦町,18185,669,169
30422,和歌山県 太地町,3506,94,24
30424,和歌山県 古座川町,3426,85,35
30427,和歌山県 北山村,570,12,16
30428,和歌山県 串本町,19931,667,180
31201,鳥取県 鳥取市,201740,5886,2388
31202,鳥取県 米子市,149584,4401,2477
31203,鳥取県 倉吉市,52592,1690,690
31204,鳥取県 境港市,36459,1277,436
31302,鳥取県 岩美町,13270,427,98
31325,鳥取県 若桜町,4378,131,39
31328,鳥取県 智頭町,8647,306,59
31329,鳥取県 八頭町,19434,568,134
31364,鳥取県 三朝町,7509,162,53
31370,鳥取県 湯梨浜町,17525,459,159
31371,鳥取県 琴浦町,19499,539,151
31372,鳥取県 北栄町,16052,441,155
31384,鳥取県 日吉津村,3073,88,148
31386,鳥取県 大山町,18897,491,121
31389,鳥取県 南部町,12070,326,80
31390,鳥取県 伯耆町,12343,297,125
31401,鳥取県 日南町,6112,115,17
31402,鳥取県 日野町,4185,130,33
31403,鳥取県 江府町,3643,74,19
32201,島根県 松江市,210796,5155,3095
32202,島根県 浜田市,63046,1520,603
32203,島根県 出雲市,173751,4104,1782
32204,島根県 益田市,52368,1469,634
32205,島根県 大田市,40703,901,275
32206,島根県 安来市,43839,958,291
32207,島根県 江津市,27774,725,227
32209,島根県 雲南市,44403,767,177
32343,島根県 奥出雲町,15812,206,83
32386,島根県 飯南町,5979,68,15
32441,島根県 川本町,4324,84,25
32448,島根県 美郷町,5911,114,38
32449,島根県 邑南町,12944,169,54
32501,島根県 津和野町,9515,243,56
32505,島根県 吉賀町,7362,151,40
32525,島根県 海士町,2581,45,8
32526,島根県 西ノ島町,3486,176,12
32527,島根県 知夫村,725,9,0
32528,島根県 隠岐の島町,16904,289,117
33100,岡山県 岡山市,696172,18890,15038
33202,岡山県 倉敷市,469377,12482,8326
33203,岡山県 津山市,110569,3093,1873
33204,岡山県 玉野市,67047,1897,875
33205,岡山県 笠岡市,57272,1937,655
33207,岡山県 井原市,45104,1005,378
33208,岡山県 総社市,66584,1768,831
33209,岡山県 高梁市,38799,661,281
33210,岡山県 新見市,36073,669,196
33211,岡山県 備前市,40241,1251,466
33212,岡山県 瀬戸内市,39081,1008,428
33213,岡山県 赤磐市,43913,1158,458
33214,岡山県 真庭市,51782,990,421
33215,岡山県 美作市,32479,929,389
33216,岡山県 浅口市,37327,1080,371
33346,岡山県 和気町,16180,505,132
33423,岡山県 早島町,11921,348,251
33445,岡山県 里庄町,10823,339,92
33461,岡山県 矢掛町,15713,380,121
33586,岡山県 新庄村,1019,20,3
33606,岡山県 鏡野町,14059,389,84
33622,岡山県 勝央町,11263,251,131
